61,57,78,57,53,79,70
99,51,98,83,54,73,95
63,75,51,51,59,76,50
11,27,26,27,20,44,41
29,25,2,47,4,47,20
28,15,0,36,10,26,0
22,18,29,18,38,26,3
24,3,44,2,42,35,2
19,18,39,7,31,11,49
42,2,26,31,25,46,39
21,27,36,6,5,34,48
43,25,33,43,2,35,19
36,7,15,19,1,16,23
39,41,0,8,23,37,46
42,34,20,2,37,42,28
31,11,43,32,15,31,16
31,25,46,19,14,35,15
41,30,32,38,47,11,43
32,15,43,26,2,32,36
36,8,29,48,1,13,16
9,14,30,9,26,45,21
16,44,10,10,26,39,3
8,40,13,16,45,6,15
0,39,14,13,6,16,34
20,12,18,3,27,30,1
5,41,28,47,12,9,22
11,19,34,24,1,28,46
42,33,30,30,13,9,29
20,9,18,39,31,4,41
48,5,46,40,39,43,35
6,15,39,5,34,15,33
46,20,26,12,39,43,17
41,5,44,22,32,46,0
48,42,6,6,34,19,0
8,21,47,23,22,33,47
0,22,34,38,7,6,20
26,8,42,21,3,39,34
11,42,35,49,30,41,46
28,6,46,44,13,23,11
49,20,49,38,13,5,43
7,2,3,9,5,18,49
42,37,8,36,34,27,4
25,0,18,15,24,5,19
48,4,9,9,49,39,24
21,33,20,15,3,24,18
41,14,21,11,30,2,22
3,37,7,19,20,0,34
27,38,35,36,13,4,33
34,39,27,10,19,14,30
45,3,12,28,31,24,8
22,35,17,13,22,2,48
3,42,19,19,9,4,36
11,11,49,22,43,2,29
51,64,93,93,70,95,55
78,88,52,81,69,64,63
76,74,60,59,67,93,99
69,97,94,66,55,75,80
93,64,62,64,91,99,61
97,78,56,60,94,52,56
96,71,84,83,57,69,69
78,92,98,76,66,87,67
58,63,58,80,70,50,80
97,88,87,63,91,65,82
82,93,71,98,84,58,81
94,56,70,50,83,58,93
66,75,94,69,70,73,95
66,73,58,59,51,51,66
70,60,66,65,63,93,73
70,68,56,72,62,87,95
62,87,60,90,71,67,70
76,63,90,68,62,87,67
72,55,57,63,71,60,51
97,86,98,92,61,93,63
68,76,76,79,88,88,72
87,94,52,67,67,69,79
60,73,66,65,50,80,80
98,71,74,66,57,91,88
59,67,76,99,67,72,55
63,60,77,58,81,62,80
95,81,85,74,91,52,65
87,67,91,83,98,54,64
60,85,52,96,98,92,93
60,95,75,71,55,62,52
93,51,66,89,86,64,95
60,98,55,56,50,81,83
56,76,77,72,98,55,70
57,51,64,52,99,93,68
95,52,59,82,53,63,86
82,84,66,96,62,86,61
58,64,98,65,68,68,51
85,93,71,72,50,53,59
83,51,86,92,65,77,67
58,50,75,58,52,97,73
61,68,55,88,99,66,82
92,97,74,59,76,55,78
87,71,64,95,93,52,65
94,60,92,77,82,77,60
65,79,70,81,85,68,99
58,69,94,58,54,53,90
75,81,62,69,88,50,82
66,70,82,98,79,57,73
61,94,93,55,86,67,59
81,63,82,65,77,82,99
49,42,39,14,38,26,29
8,27,34,6,9,7,13
39,1,10,34,40,6,5
24,28,18,22,25,27,0
13,6,3,9,38,28,30
38,38,44,35,3,42,22
1,9,30,24,4,46,29
32,39,45,3,7,26,24
6,27,16,10,29,18,11
15,28,38,26,6,44,2
19,36,40,30,36,10,3
25,16,19,41,33,41,49
1,17,6,30,35,6,42
33,22,44,47,21,22,24
6,37,13,45,2,43,6
24,17,25,35,3,20,3
13,18,1,41,2,11,22
45,19,19,17,0,43,37
24,36,47,8,8,19,11
4,19,39,30,1,49,41
11,2,30,45,41,36,48
1,30,42,13,10,7,11
2,43,7,17,21,29,35
32,34,42,22,21,42,32
44,46,26,33,33,6,22
47,26,25,14,26,41,40
14,42,0,20,45,47,16
35,49,44,7,45,13,5
13,17,2,45,31,34,40
12,16,33,45,42,34,12
8,24,40,2,38,11,11
44,13,43,12,34,26,8
3,10,15,45,33,9,6
40,7,33,22,39,28,6
27,48,30,28,47,32,16
13,6,23,35,14,42,44
42,7,25,32,39,39,20
14,16,16,6,9,14,31
43,30,28,14,3,22,15
17,25,16,46,49,22,40
47,31,38,8,23,46,24
33,28,10,12,5,41,48
33,45,27,23,9,12,3
38,39,14,17,17,35,39
2,2,1,6,28,38,32
24,37,6,42,39,0,22
21,18,48,27,19,23,4
45,12,15,24,5,48,4
2,31,37,40,20,20,11
26,41,8,1,43,11,42
67,62,99,94,54,94,82
58,90,68,94,75,65,94
93,51,76,78,79,83,91
66,97,99,91,59,99,95
80,81,67,67,94,83,79
95,53,60,86,81,66,62
73,58,62,66,94,86,68
66,97,64,87,51,69,84
81,76,55,86,73,58,69
93,56,65,85,66,66,71
93,64,88,62,81,97,56
51,51,91,96,62,98,83
84,86,53,56,62,81,98
95,70,96,53,56,65,88
88,89,75,85,56,83,87
98,79,87,92,79,75,94
82,72,69,64,66,83,96
89,58,87,63,54,74,94
63,59,51,89,87,88,88
51,91,99,57,71,97,74
58,99,80,99,56,67,83
72,60,66,95,51,89,64
62,53,95,96,66,56,55
54,71,62,84,93,92,76
54,86,90,86,76,56,81
59,62,54,97,89,77,87
70,55,86,84,58,64,98
76,72,92,79,53,92,61
79,82,97,80,87,95,51
84,76,82,69,80,98,69
57,85,83,79,90,55,58
94,57,84,55,90,64,85
96,73,52,59,93,79,95
74,66,75,96,90,51,89
79,85,51,79,73,87,65
58,92,89,82,57,95,69
50,55,60,57,50,93,73
84,94,50,59,81,56,81
51,76,59,55,63,61,70
88,99,64,67,57,77,60
60,60,52,90,86,77,99
61,71,96,70,77,95,84
85,94,72,55,75,76,92
94,52,93,97,71,52,88
96,62,70,96,54,68,98
73,54,69,67,63,95,88
75,77,86,96,70,73,93
88,72,92,99,88,99,74
71,58,76,73,67,70,87
99,94,54,73,92,86,85
95,52,51,85,61,95,63
63,76,68,95,75,80,59
50,76,57,86,76,84,98
51,56,53,71,83,68,88
92,68,92,81,89,68,78
75,96,51,51,75,67,98
64,65,86,95,90,95,80
58,58,51,67,97,80,51
98,88,74,55,56,54,78
50,63,64,72,63,65,60
64,69,86,68,90,58,65
51,97,66,75,52,59,75
87,74,58,50,73,99,87
53,67,73,97,72,60,82
69,98,77,57,92,67,93
91,88,79,89,93,78,68
85,99,70,58,87,87,84
90,91,94,95,64,52,57
59,85,81,55,53,56,94
67,53,85,72,67,59,59
58,71,59,88,81,58,62
76,56,64,86,67,59,55
99,52,62,53,61,74,69
71,85,68,64,60,64,97
84,82,78,83,80,84,94
67,89,88,63,97,94,64
50,65,86,66,64,56,63
58,63,62,72,82,71,67
84,86,56,96,66,57,68
67,69,64,65,87,87,62
56,74,88,77,96,82,50
99,65,67,94,89,72,83
91,62,67,66,79,98,65
96,61,69,63,66,75,77
63,77,51,71,77,94,91
73,63,92,70,89,76,88
58,64,86,72,71,96,73
91,83,50,58,78,53,71
82,81,72,52,86,57,63
90,87,69,85,70,60,57
71,88,55,92,94,70,92
57,86,75,61,81,66,51
86,55,96,55,73,66,84
50,83,67,51,57,98,70
89,85,71,83,94,63,70
81,58,78,98,92,63,52
81,58,72,55,81,88,68
90,67,84,85,60,85,60
65,60,84,62,77,61,63
51,60,77,70,64,96,64
65,73,58,55,67,89,61
96,94,59,55,64,75,66
92,67,87,98,85,53,74
82,89,85,84,97,72,75
99,62,75,77,96,67,66
50,61,75,53,58,70,51
89,83,52,84,70,51,89
81,82,81,73,52,55,89
59,72,88,78,73,55,98
92,54,74,96,73,63,71
68,61,73,60,51,60,67
52,50,70,96,94,82,99
54,93,61,58,88,78,59
78,75,91,52,69,65,90
59,68,84,56,81,75,82
55,54,77,60,65,95,79
61,78,72,53,52,80,53
70,53,68,67,73,53,72
86,94,72,71,96,64,69
58,79,59,90,86,83,82
89,63,71,89,52,95,63
57,62,74,63,68,83,96
60,85,57,64,80,73,72
72,90,79,76,69,79,96
90,95,86,81,99,89,59
94,55,51,53,61,84,97
98,53,95,97,83,51,76
76,82,56,98,99,54,80
63,76,56,77,86,74,99
75,88,65,74,67,91,66
50,68,72,86,67,98,97
98,80,52,62,72,82,61
77,92,81,56,97,50,51
87,99,73,90,84,72,81
59,84,99,88,77,72,58
82,91,61,93,92,78,90
74,57,53,78,64,68,56
58,74,78,51,86,53,82
92,60,77,79,93,56,71
83,78,82,50,77,69,75
68,95,92,64,72,73,73
86,81,66,53,66,76,52
54,77,88,80,82,84,82
81,69,96,50,90,80,62
60,50,73,82,78,98,67
98,83,73,59,63,93,78
82,92,93,99,72,95,71
88,92,61,50,84,64,66
84,51,73,55,71,59,83
63,71,85,54,63,87,57
76,94,91,60,84,53,74
56,93,56,77,57,77,95
51,50,77,86,55,74,60
64,65,61,53,60,65,94
62,53,68,61,55,60,99
90,62,76,51,73,56,64
52,87,90,50,79,95,99
76,58,55,82,84,65,93
57,95,66,99,88,96,60
92,84,55,57,52,97,86
54,71,54,58,82,99,60
97,77,84,57,51,93,82
74,61,60,56,50,69,56
90,97,53,81,86,60,62
74,96,70,56,83,94,50
95,59,66,56,53,78,84
60,85,87,61,66,80,71
53,60,80,83,80,58,60
98,67,81,68,77,61,60
82,83,51,57,91,93,54
77,58,51,56,83,73,92
98,94,56,66,74,99,87
61,78,92,61,73,65,76
89,83,80,55,65,90,85
79,76,59,85,62,76,97
73,80,86,56,81,60,93
85,60,71,83,62,51,57
78,52,52,79,94,96,72
55,74,96,57,94,68,88
55,51,98,85,55,53,54
72,51,86,83,88,67,69
88,70,59,66,88,95,65
65,59,78,55,99,52,89
70,82,59,56,58,58,98
74,58,88,73,92,59,87
53,89,78,64,55,52,51
86,75,56,90,83,81,92
74,82,77,91,51,72,52
52,85,81,92,82,65,64
74,76,52,76,71,68,92
99,58,62,78,64,75,64
62,62,87,97,75,54,96
81,75,56,84,55,57,88
62,71,71,88,84,80,80
80,87,64,85,82,92,62
91,94,66,55,73,82,83
59,65,82,66,86,84,91
97,85,69,77,57,90,73
76,82,56,75,65,93,97
64,58,79,94,97,82,72
86,79,65,90,78,80,95
84,94,87,73,76,52,99
62,55,96,85,70,52,68
54,74,76,57,63,88,85
80,90,88,55,54,95,96
98,89,95,91,62,81,75
92,94,69,97,83,96,87
90,61,86,93,65,89,56
97,83,90,67,78,96,67
94,69,74,56,63,98,64
84,60,56,63,71,82,91
63,94,80,71,92,68,56
51,97,60,81,89,90,99
70,67,50,81,93,53,81
61,73,51,89,66,79,83
69,71,68,55,83,54,71
72,87,95,95,71,90,92
87,63,90,63,71,51,72
61,51,52,57,94,67,89
99,63,88,67,97,83,94
77,65,99,71,52,85,65
59,52,97,91,74,64,57
72,71,98,70,94,61,93
80,54,78,55,98,98,74
64,85,73,90,86,53,92
58,54,91,59,56,94,78
73,59,84,72,69,92,66
85,76,76,86,93,77,91
91,95,73,99,71,76,67
89,68,59,61,75,57,61
74,60,66,56,73,86,62
72,83,76,92,52,70,92
92,57,52,64,95,67,82
59,77,68,93,62,53,69
81,59,73,59,80,85,94
55,71,52,82,68,99,95
79,74,82,55,97,78,58
77,90,69,60,93,73,90
93,81,71,91,75,93,80
74,72,90,67,64,66,61
94,66,82,67,97,82,80
89,91,55,55,60,62,69
79,67,55,80,82,60,75
80,61,88,78,89,97,87
94,86,64,60,61,68,68
90,71,52,94,57,50,59
77,54,63,70,63,98,90
97,95,90,99,76,64,50
82,60,66,96,82,61,91
97,67,96,97,73,95,62
96,67,90,89,59,69,66
91,62,78,58,72,91,90
63,61,71,61,69,62,67
61,59,57,61,81,71,59
84,55,74,86,88,56,55
98,79,98,92,64,96,69
79,90,73,70,92,88,54
72,59,70,52,84,84,65
92,84,91,70,96,79,66
71,68,68,74,67,91,83
94,57,70,56,98,87,57
56,76,50,61,91,99,55
83,81,92,85,78,80,78
56,67,64,86,74,96,78
80,80,61,86,62,79,72
76,73,79,64,95,90,82
76,57,53,59,72,92,96
65,74,59,80,91,52,86
87,88,97,71,63,98,79
82,51,51,69,76,67,80
66,56,89,58,55,92,64
51,96,68,95,72,58,74
77,69,84,62,94,91,72
67,68,57,98,87,67,79
96,73,81,53,52,73,62
79,77,82,55,74,84,97
62,90,56,67,64,68,67
67,83,51,94,96,56,77
61,88,65,63,70,59,91
52,94,94,68,84,70,97
66,88,80,83,69,66,94
67,53,52,94,84,52,72
67,91,84,74,65,93,89
94,96,50,94,80,92,77
96,71,65,96,82,94,63
89,76,71,82,80,59,88
67,59,62,64,71,92,63
58,85,63,55,69,75,80
86,72,64,78,76,52,89
69,83,87,69,79,51,58
77,76,56,94,89,81,75
78,55,93,82,74,99,65
58,65,88,69,53,99,87
68,90,99,56,51,65,86
98,92,78,87,99,62,67
88,50,79,51,64,78,78
70,95,87,51,56,85,64
53,66,85,58,93,73,55
51,95,98,58,94,74,50
83,74,73,73,81,79,94
72,95,60,64,74,62,95
86,81,79,85,94,90,52
68,90,62,89,50,63,74
96,64,94,53,67,81,73
69,65,89,54,75,76,80
64,54,57,69,88,81,68
99,92,96,89,70,94,63
86,94,87,57,87,74,76
94,84,75,79,84,99,73
98,66,96,58,61,77,76
70,53,51,98,51,86,51
99,57,64,84,87,92,76
70,57,78,96,84,79,66
54,53,94,81,60,62,56
68,52,87,92,60,94,70
87,68,53,54,53,81,85
64,74,58,93,70,98,98
88,99,81,63,72,73,58
91,89,69,69,60,67,95
52,93,79,73,91,92,73
83,86,62,58,93,56,65
68,88,97,51,53,71,59
66,52,93,65,87,72,62
55,54,62,50,92,93,71
75,74,87,95,54,63,76
88,84,71,92,79,91,97
72,55,86,81,94,97,86
66,96,50,89,77,77,92
88,64,56,77,52,61,52
69,88,50,74,71,53,57
64,57,97,51,69,72,98
91,59,97,96,87,88,87
71,96,94,58,85,70,56
63,75,96,71,53,78,80
92,77,72,88,51,57,94
74,87,71,73,94,64,99
63,99,66,51,63,64,69
58,80,54,51,58,98,79
61,57,91,54,75,93,65
66,96,83,77,90,88,71
58,69,99,82,60,78,75
72,64,52,89,92,98,92
98,83,66,55,85,81,73
70,80,79,98,59,79,76
62,51,74,57,74,79,88
94,50,73,96,85,52,85
73,72,72,52,50,90,70
54,92,71,55,91,76,91
74,80,81,97,87,54,78
63,87,95,83,66,89,82
80,51,64,62,60,52,95
58,70,94,78,74,94,58
99,72,53,72,69,80,95
65,98,94,96,67,56,51
98,52,69,76,73,54,87
91,81,56,95,53,79,70
79,74,69,88,79,56,88
63,81,51,96,66,85,77
76,89,84,62,53,70,51
57,84,50,76,57,98,79
55,95,75,98,56,94,87
57,50,63,94,93,75,72
80,80,51,85,67,79,55
81,70,75,51,61,93,89
78,63,81,62,62,72,59
75,72,74,81,57,81,54
76,85,86,64,68,67,59
91,64,86,77,79,59,50
50,66,73,88,73,80,93
86,82,57,64,95,66,90
62,81,50,71,70,95,64
62,84,92,86,97,87,89
59,66,92,77,76,83,82
61,98,82,83,83,62,52
53,60,85,80,85,95,96
59,79,99,51,71,51,58
83,65,80,64,66,54,82
66,80,78,76,86,82,74
94,94,73,87,55,69,91
97,91,99,51,58,91,56
92,75,58,93,79,60,62
73,85,72,56,59,76,86
81,96,92,79,64,54,84
67,54,65,83,97,97,69
90,53,87,98,58,70,90
54,76,99,93,51,95,89
88,56,50,60,96,55,50
93,67,99,79,59,52,87
72,55,79,98,78,80,63
74,51,80,99,73,66,71
72,66,65,68,66,51,75
86,98,73,89,54,93,70
71,58,76,76,55,75,77
70,92,72,96,65,67,52
59,56,87,85,66,95,64
98,56,88,95,99,67,61
86,70,77,90,85,65,65
86,73,56,95,89,66,71
58,59,57,64,86,74,63
79,95,93,85,73,81,75
99,94,61,66,90,72,92
50,59,74,80,93,78,87
52,74,85,62,91,56,54
79,98,81,84,94,71,57
61,92,70,85,95,66,80
57,62,96,76,77,61,92
61,89,78,62,77,54,93
92,83,77,81,82,61,78
55,78,87,65,59,82,59
61,91,65,96,63,82,57
64,73,57,85,72,83,99
82,54,98,69,57,77,65
69,66,80,97,74,88,74
97,55,84,89,74,84,86
98,98,50,81,71,71,62
81,76,73,74,68,77,76
87,63,86,53,99,61,55
88,97,80,79,66,89,51
98,81,79,77,75,60,57
98,93,69,95,56,66,68
95,66,89,74,85,58,67
54,91,71,77,72,96,66
91,50,96,70,78,95,78
94,71,53,95,67,76,90
92,59,70,97,78,80,81
75,87,55,86,76,72,96
59,56,99,92,90,80,64
88,51,82,88,63,52,62
80,65,69,58,57,90,68
96,66,69,77,61,67,82
98,94,52,84,54,80,90
83,51,95,90,98,54,98
73,79,54,83,62,68,98
82,53,79,53,62,85,58
55,80,80,82,92,79,50
58,99,78,72,81,92,67
64,93,76,59,54,67,66
58,53,65,63,58,87,97
59,62,78,82,69,69,98
79,80,53,88,67,67,83
52,69,70,61,90,59,66
57,74,52,63,85,55,97
78,59,88,50,75,58,98
72,79,68,65,87,93,61
56,79,60,52,71,50,50
59,80,94,55,78,64,65
86,99,71,99,76,98,53
79,90,94,55,59,80,58
78,57,66,82,81,94,66
98,58,54,95,56,53,59
91,98,91,97,55,56,96
90,61,51,51,85,70,89
71,85,74,93,76,76,91
78,79,81,73,98,96,75
90,85,86,60,71,53,76
85,60,67,93,80,72,62
60,57,52,56,55,79,83
84,75,51,52,67,87,50
95,52,62,76,78,73,71
50,98,59,72,52,57,60
78,75,91,69,72,73,81
66,58,58,67,52,58,55
76,52,70,65,94,84,88
58,60,59,70,91,54,57
78,72,73,53,95,94,90
98,71,87,89,63,54,55
78,62,89,67,56,99,73
85,94,54,68,69,58,59
96,92,97,96,63,88,91
91,95,66,99,54,73,75
67,56,86,93,53,53,71
59,61,50,63,77,61,51
86,62,50,95,69,69,54
58,94,89,71,55,52,75
75,51,74,84,62,62,99
55,81,76,69,85,96,50
82,96,90,79,75,72,69
87,51,67,58,98,75,98
86,59,74,91,92,55,93
78,63,91,91,97,84,90
54,90,75,58,89,62,72
74,74,74,92,60,75,83
53,99,99,58,90,95,58
54,58,68,75,84,94,75
87,72,57,67,53,67,54
75,61,80,56,51,66,89
74,53,91,89,64,71,98
94,93,54,57,86,99,67
88,85,83,74,91,70,81
58,64,57,73,86,59,57
64,82,69,89,51,51,89
91,51,78,95,63,71,80
93,55,54,54,61,52,86
64,50,82,62,81,92,65
84,83,73,98,99,74,72
85,56,69,78,79,58,62
63,73,65,90,94,86,61
58,98,65,67,89,98,75
68,62,75,77,93,59,67
66,90,94,51,66,89,76
84,55,59,82,75,89,84
67,82,86,97,83,86,56
51,55,56,59,89,67,90
93,53,81,57,91,87,73
75,94,58,50,63,87,71
76,76,67,59,53,51,82
75,57,94,62,50,90,64
80,96,56,90,93,57,50
70,92,66,65,74,80,63
98,59,51,69,93,56,81
90,84,64,94,80,81,56
53,54,93,60,97,67,80
78,98,59,60,72,85,77
72,89,85,58,73,55,78
71,95,70,98,97,73,56
91,61,69,63,65,67,55
61,96,87,54,92,65,78
99,51,58,93,83,73,77
70,90,78,55,53,64,69
94,96,83,86,79,70,89
97,99,68,61,67,76,87
73,61,70,81,84,66,89
70,63,75,89,69,99,84
82,52,99,97,91,70,89
98,70,53,52,88,81,88
58,69,53,60,76,91,96
85,77,79,98,54,55,80
74,94,69,84,90,62,57
91,66,67,88,71,51,55
88,59,52,76,80,52,79
87,61,64,85,76,56,64
62,83,51,61,54,76,68
95,72,77,61,95,63,92
91,65,59,82,61,83,76
78,57,94,94,86,91,83
86,97,77,72,95,73,94
89,98,90,78,59,77,83
70,61,89,77,84,66,56
72,97,75,58,93,93,78
93,83,54,92,87,63,61
66,91,90,55,63,60,68
56,62,66,74,66,92,61
71,69,86,83,93,84,83
73,87,83,97,74,60,85
89,79,77,91,68,58,99
68,89,88,67,73,51,50
85,77,85,76,85,50,55
68,97,97,51,90,79,55
93,97,86,55,52,98,59
73,60,71,79,71,84,59
77,72,59,77,65,79,73
63,86,83,83,81,57,54
99,66,76,83,69,71,92
61,75,57,74,65,74,50
72,89,89,69,79,94,62
64,60,70,61,59,97,54
67,84,54,54,99,64,52
71,94,67,81,78,79,72
72,73,89,67,86,78,99
84,64,69,99,86,57,75
90,85,89,84,55,75,88
93,72,59,91,83,84,58
85,50,74,58,68,83,81
88,73,94,87,74,61,50
56,73,61,99,90,50,82
72,96,60,56,69,88,60
62,72,54,66,62,85,60
57,79,93,55,78,64,79
75,89,58,98,89,85,82
68,86,91,52,82,80,94
59,91,66,58,62,91,70
61,60,53,68,67,61,95
77,51,57,80,90,70,65
93,76,88,53,56,97,94
81,58,56,63,63,81,76
75,97,56,65,75,84,50
84,72,67,73,58,92,99
87,89,53,77,92,94,89
66,69,82,61,58,60,75
52,78,53,70,98,66,60
62,65,79,92,74,76,65
95,99,97,59,58,95,61
92,67,97,68,80,84,83
82,95,63,53,87,70,51
89,88,77,84,78,80,84
84,65,78,50,55,98,88
68,83,97,65,85,96,59
57,70,53,81,92,60,74
70,63,57,76,81,51,83
74,85,99,62,64,75,65
58,97,92,74,68,69,57
73,79,68,60,96,84,77
84,52,58,97,53,56,61
81,88,97,82,87,95,72
80,63,54,99,98,68,73
75,51,70,84,70,59,79
72,85,50,88,73,65,75
92,60,78,60,80,52,94
62,57,93,52,61,63,99
61,78,63,92,90,98,77
79,55,91,81,92,51,52
83,76,79,96,62,97,84
62,74,69,81,90,87,83
57,75,68,68,56,67,86
88,58,93,66,55,89,61
69,59,58,70,70,80,91
54,79,63,95,85,91,94
57,58,83,76,58,69,91
71,63,67,82,92,66,73
65,73,77,85,87,74,63
67,73,91,95,62,62,65
86,74,73,79,69,91,65
77,91,86,90,90,88,67
80,61,60,74,98,89,98
64,76,84,61,65,79,88
69,68,79,91,97,94,82
95,89,63,59,73,65,91
92,99,64,64,54,82,54
74,72,94,88,82,51,79
97,81,64,83,64,51,98
61,55,76,79,62,62,88
54,92,70,96,56,86,54
59,80,60,71,77,88,83
82,91,62,72,59,99,92
57,70,83,90,68,80,95
67,77,72,92,82,60,50
52,88,74,52,97,58,73
57,67,61,55,59,86,54
71,95,83,51,70,76,50
64,88,81,90,95,53,92
60,54,83,71,93,73,94
70,78,74,84,90,97,64
93,62,67,64,80,82,86
99,80,70,75,55,89,60
72,88,71,81,66,95,84
52,50,96,58,84,90,58
61,71,53,69,65,81,94
68,98,79,84,64,59,55
80,66,87,71,97,70,92
50,56,61,87,93,96,72
68,73,53,93,66,59,82
86,87,50,53,94,75,81
75,63,52,96,81,80,55
83,63,79,63,83,81,52
80,77,71,99,79,64,62
93,94,51,72,97,98,63
66,54,79,65,88,76,98
63,84,72,55,91,60,96
62,59,92,95,98,59,97
63,74,90,85,70,87,90
70,64,78,61,84,68,97
68,81,50,71,76,65,85
89,92,81,76,67,83,59
77,83,65,70,50,93,51
93,77,95,69,54,91,57
60,67,64,76,79,76,65
95,84,64,98,96,81,50
80,65,54,71,71,56,56
60,54,55,65,53,77,61
79,99,94,54,69,69,64
81,87,74,53,54,69,93
73,55,79,75,86,70,88
75,79,57,77,92,82,62
92,68,85,79,79,62,53
97,77,55,73,74,56,92
55,99,68,85,60,89,58
72,59,53,55,65,53,56
90,93,91,58,67,88,70
60,93,89,66,90,51,80
51,81,88,73,75,65,69
54,81,83,91,69,89,85
63,95,99,56,77,58,52
98,84,68,98,90,62,54
66,63,95,84,64,68,77
88,70,78,59,90,88,62
66,57,81,51,63,85,75
92,54,96,75,52,74,87
79,82,61,75,52,58,78
74,96,75,66,99,81,68
66,61,64,85,98,61,68
70,90,79,52,53,59,99
82,67,55,81,65,56,51
57,94,87,86,66,84,90
68,96,85,77,61,68,75
95,94,99,95,88,64,75
79,58,51,78,91,53,59
79,61,64,99,91,55,81
81,91,69,99,79,56,65
71,53,66,96,94,86,60
96,82,93,58,60,56,63
52,51,50,58,86,63,58
63,90,98,66,53,81,98
83,76,85,97,55,73,83
85,56,86,53,87,73,78
52,68,64,58,78,62,70
90,79,51,68,66,89,74
82,83,51,84,69,95,54
81,88,95,60,97,83,54
71,59,51,85,86,63,73
51,69,50,99,96,72,77
56,75,95,84,77,64,76
76,67,87,53,82,62,50
76,88,60,60,96,99,77
56,75,74,72,95,76,67
60,65,62,50,58,81,64
67,85,95,80,84,98,83
90,77,69,88,50,82,88
59,98,81,63,52,88,89
66,68,71,90,90,70,90
58,76,98,53,85,90,78
65,65,70,54,96,91,53
78,97,68,53,72,97,63
88,52,80,60,70,81,74
79,50,61,50,67,54,83
67,70,72,87,86,88,71
63,70,62,88,91,58,54
79,76,96,85,70,95,75
65,91,53,57,88,71,78
61,68,63,58,93,63,97
79,59,74,60,65,72,65
55,98,67,74,92,85,52
66,87,86,62,92,79,99
50,80,75,62,71,86,97
60,92,78,67,97,62,50
56,69,80,85,52,97,67
69,66,89,75,80,58,80
53,55,64,61,73,90,70
66,85,71,85,57,82,50
50,67,72,86,70,93,94
65,76,70,75,89,99,80
90,53,73,99,59,69,94
53,70,54,56,97,80,82
65,60,61,83,72,86,60
87,90,60,84,77,71,99
67,73,82,58,92,70,57
81,86,73,50,75,94,82
50,61,87,58,60,68,87
94,76,78,88,79,78,56
52,58,80,74,67,67,54
73,81,77,84,52,83,52
68,88,54,64,74,62,62
79,94,96,66,96,78,61
87,97,56,91,74,59,96
93,88,89,82,62,97,57
66,70,93,51,81,57,61
97,88,92,71,58,69,88
61,70,93,56,73,58,69
63,85,64,88,88,96,86
76,82,77,91,97,93,51
53,72,86,99,52,95,84
