BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1.0,901.42,255.35,12000.0,8113.297346,1012.415961
1.0,3107.85,886.11,2500.0,1399.82834,1322.446601
1.0,0.0,0.0,3500.0,691.825279,581.481917
0.888889,1979.22,0.0,3000.0,3110.052742,132.446091
0.636364,310.0,310.0,1000.0,417.016763,312.343947
1.0,1283.9,0.0,6000.0,0.0,312.343947
1.0,313.27,0.0,4000.0,0.0,312.343947
1.0,5217.62,428.53,7500.0,5678.729613,1311.514878
1.0,0.0,0.0,4000.0,764.938728,1600.212243
1.0,229.0,229.0,6000.0,2110.557023,1895.02617
0.727273,113.0,0.0,6500.0,3509.686561,548.105836
1.0,66.2,0.0,1600.0,338.083661,837.215674
0.909091,0.0,0.0,4150.0,4372.148648,241.645387
0.090909,840.0,0.0,1600.0,0.0,312.343947
1.0,1887.64,1887.64,1850.0,3688.045998,3266.996777
1.0,412.33,87.12,1800.0,777.451648,897.905444
0.875,0.0,0.0,1500.0,146.074769,179.412493
1.0,0.0,0.0,2500.0,540.022225,352.883804
1.0,263.5,72.9,6000.0,6876.836205,1001.607366
1.0,1363.69,0.0,1700.0,1623.816348,923.505868
1.0,419.1,419.1,6250.0,1288.214909,2180.881868
0.909091,4523.27,2859.18,7000.0,28232.69446,1107.030803
1.0,0.0,0.0,7000.0,910.457985,140.983193
1.0,713.9,210.82,2250.0,889.017418,622.757696
0.909091,791.94,275.3,6000.0,1305.177304,175.510344
1.0,561.87,312.37,6000.0,1990.044998,2161.428274
1.0,606.11,0.0,11000.0,2959.920544,623.656993
1.0,320.0,320.0,1500.0,1438.910569,190.186542
1.0,0.0,0.0,1200.0,29.278671,8242.687678
1.0,388.66,0.0,7000.0,1624.583114,2503.40234
0.909091,244.85,204.64,5000.0,357.802082,121.523416
0.272727,0.0,0.0,9500.0,116.569033,164.692136
0.636364,133.05,104.85,12000.0,210.053432,99.533735
0.545455,396.0,396.0,1200.0,725.606194,140.809454
1.0,4915.6,400.26,9000.0,4921.066897,594.756686
1.0,1247.8,0.0,16500.0,1275.229436,171.357189
1.0,1603.78,158.64,11000.0,4589.873897,1876.262988
1.0,2258.01,939.23,13500.0,3021.575846,2074.581541
1.0,45.0,0.0,4500.0,1073.844885,968.941265
1.0,0.0,0.0,6500.0,1502.205631,2864.380327
1.0,5100.07,3952.24,9000.0,6409.496345,9827.045323
1.0,1032.04,805.14,4000.0,3056.424974,910.707525
1.0,45.65,0.0,1800.0,440.840439,312.560636
1.0,405.6,0.0,2400.0,0.0,312.343947
1.0,213.34,0.0,2400.0,0.0,312.343947
1.0,0.0,0.0,1200.0,151.823651,2906.110765
1.0,739.44,0.0,6000.0,417.128532,389.138517
1.0,0.0,0.0,4000.0,0.0,312.343947
0.363636,79.0,79.0,7000.0,217.820198,121.781205
0.0,0.0,0.0,3000.0,138.021428,312.343947
0.666667,20.0,0.0,1500.0,26.487919,60.913577
0.272727,1346.28,1346.28,2000.0,712.149153,54.79166
1.0,2823.8,1283.39,5700.0,9172.788366,2103.796148
0.090909,389.96,389.96,4500.0,0.0,312.343947
1.0,0.0,0.0,4000.0,2236.890255,214.828158
1.0,808.0,0.0,4000.0,532.741699,1026.976
1.0,941.64,941.64,2500.0,1097.78942,176.610605
1.0,0.0,0.0,8000.0,1241.538024,1439.230899
1.0,423.7,246.06,2000.0,577.050373,498.365419
1.0,4478.75,1757.16,9000.0,10857.94321,2469.571326
0.818182,1354.86,769.23,5500.0,858.976682,108.319927
1.0,0.0,0.0,4200.0,0.0,312.343947
1.0,2812.2,1955.08,8500.0,1509.423237,1834.031569
1.0,0.0,0.0,7000.0,1277.76778,2760.115734
0.818182,1508.9,256.54,5000.0,1884.227778,136.639824
1.0,1045.57,377.62,3000.0,552.432305,207.720441
0.636364,2309.78,2309.78,6500.0,1206.81188,99.372848
1.0,0.0,0.0,1800.0,687.691735,2439.136113
0.272727,495.0,495.0,7000.0,1969.845566,147.049952
1.0,0.0,0.0,3000.0,932.418855,709.207016
1.0,6724.26,2624.18,17000.0,1888.756861,2167.446204
1.0,1174.39,0.0,9000.0,0.0,312.343947
1.0,5580.85,5580.85,8500.0,3564.977774,630.00413
1.0,0.0,0.0,3200.0,1065.426905,1412.648089
1.0,0.0,0.0,19000.0,3066.614272,3406.258999
1.0,12462.44,0.0,2800.0,11628.71557,2000.990921
0.75,0.0,0.0,1200.0,385.853874,84.697292
1.0,1957.3,880.0,5000.0,1004.35474,1086.428906
1.0,150.64,0.0,17000.0,2606.059389,2894.077159
0.090909,0.0,0.0,13000.0,0.0,312.343947
0.272727,907.0,0.0,5000.0,0.0,312.343947
1.0,1271.12,919.58,5000.0,1906.032044,3572.279251
0.636364,250.6,250.6,3000.0,319.762903,173.632006
1.0,796.33,0.0,13000.0,10664.65866,2600.875721
1.0,440.0,440.0,4000.0,554.116542,185.091037
1.0,1330.62,160.99,2000.0,1020.783647,709.610053
1.0,5491.79,4101.29,17000.0,1015.311953,615.92402
1.0,897.86,183.34,1200.0,972.358048,184.524376
1.0,22009.92,12560.85,18000.0,23018.57583,18621.01331
1.0,720.6,0.0,2500.0,1061.292471,689.118919
1.0,197.06,48.4,1000.0,492.200419,509.384182
0.818182,0.0,0.0,7500.0,1566.806897,172.959728
1.0,0.0,0.0,7000.0,0.0,312.343947
1.0,2084.48,784.0,21500.0,3219.621433,3068.125648
1.0,5779.36,2342.83,6500.0,4416.41268,546.439139
1.0,1025.0,0.0,7500.0,698.854095,819.682666
0.909091,689.7,689.7,10000.0,746.691026,312.343947
1.0,28.65,0.0,9000.0,1235.630069,194.324456
0.909091,944.96,780.0,1500.0,1955.198953,992.652486
1.0,1039.2,959.2,13500.0,1855.235407,468.196732
1.0,4059.93,4059.93,7000.0,3685.61062,12854.9397
1.0,4075.37,753.09,6500.0,2254.26002,329.29648
1.0,870.24,870.24,8000.0,835.839952,193.011166
1.0,9792.23,5832.42,20000.0,11717.30794,6042.391629
0.636364,2463.12,1673.59,4000.0,2573.722764,95.342224
0.363636,1859.34,1859.34,20000.0,3104.275623,288.903628
1.0,3488.49,226.24,7900.0,0.0,312.343947
1.0,0.0,0.0,1800.0,363.474455,2827.997525
1.0,7283.31,2196.0,11000.0,14373.3929,1058.128452
1.0,295.0,0.0,1200.0,439.407082,362.838185
1.0,0.0,0.0,3000.0,778.827993,721.798576
1.0,0.0,0.0,8500.0,1009.185035,1177.149934
1.0,648.22,533.22,1200.0,1110.886425,208.298424
1.0,557.19,31.55,4000.0,422.711848,616.005839
1.0,469.98,469.98,1000.0,367.109312,86.102479
1.0,0.0,0.0,6500.0,1346.365584,1972.526015
0.363636,131.64,131.64,8000.0,2916.071564,243.199498
1.0,5078.14,747.61,15000.0,4756.654374,241.894073
1.0,924.6,924.6,1000.0,1202.711782,1747.037345
1.0,1975.4,581.9,4000.0,1795.012223,167.219681
0.666667,0.0,0.0,4000.0,3621.266477,193.171404
1.0,10221.35,3079.97,10500.0,10693.49585,347.641073
0.363636,300.0,300.0,12500.0,291.948834,43.452683
0.857143,0.0,0.0,3000.0,1423.788603,461.365626
1.0,5715.0,1029.46,14000.0,4639.513745,3192.306018
1.0,0.0,0.0,1800.0,470.565984,408.799147
1.0,766.61,0.0,2300.0,0.0,312.343947
1.0,0.0,0.0,3000.0,2431.578544,1739.74883
1.0,3535.8,1921.1,20000.0,2814.231227,186.230835
0.454545,256.11,256.11,5300.0,831.375322,189.036967
1.0,2697.48,2546.98,2500.0,1686.196344,303.361632
0.0,23.0,23.0,5000.0,0.0,312.343947
1.0,117.0,117.0,4500.0,17301.83238,931.618475
0.090909,196.81,23.81,12000.0,0.0,312.343947
1.0,653.73,160.73,10000.0,441.588141,136.827952
0.818182,2009.05,2009.05,1200.0,2612.760497,197.638558
1.0,147.78,147.78,6000.0,1186.062765,374.595505
1.0,516.54,357.47,900.0,579.749308,693.894717
1.0,969.56,0.0,2400.0,0.0,312.343947
1.0,311.45,0.0,1500.0,277.522439,286.299328
0.727273,280.4,0.0,6150.0,254.392984,55.79974
1.0,66.14,0.0,6000.0,0.0,312.343947
0.363636,79.2,0.0,4000.0,1647.880773,24.815878
1.0,1453.32,1453.32,16500.0,1382.269127,1755.253802
1.0,756.54,0.0,4000.0,1110.870941,1431.201171
1.0,3507.35,2903.6,11500.0,1412.597253,1825.176503
0.818182,3163.69,3106.89,8000.0,2422.911622,187.046284
0.909091,1343.19,260.4,15000.0,1043.55929,182.429461
1.0,873.0,0.0,8000.0,541.722532,762.682834
1.0,47.55,47.55,6000.0,2976.579866,3463.174962
0.454545,370.0,0.0,23000.0,1212.054219,68.725483
0.909091,405.75,92.0,2000.0,1249.835142,313.052687
0.909091,261.64,261.64,4000.0,376.758504,169.78292
1.0,1989.28,1146.48,14000.0,4720.900413,2557.044576
1.0,10848.5,2640.5,7500.0,9423.715495,2925.275522
0.090909,43.39,43.39,4000.0,130.107234,29.700051
1.0,645.32,0.0,1800.0,2591.391006,808.217224
1.0,987.1,125.0,10500.0,1941.541158,2391.987571
1.0,1464.14,485.43,11500.0,1658.563509,1887.413517
0.454545,927.0,327.0,5000.0,1260.16384,59.04439
1.0,393.62,239.9,10000.0,1919.630466,1731.549385
1.0,965.5,89.37,7500.0,1034.932404,941.496383
0.818182,0.0,0.0,7500.0,4543.63481,647.20869
1.0,336.41,0.0,6000.0,947.696134,217.027653
0.727273,540.0,540.0,4000.0,548.967281,48.659935
0.181818,36.0,36.0,7500.0,0.0,312.343947
1.0,878.52,775.42,1500.0,542.836917,471.496776
0.545455,144.26,77.18,11500.0,134.710832,75.515008
1.0,493.85,52.5,2000.0,2795.059574,2661.324808
1.0,4490.69,1034.44,8500.0,5763.666926,582.589765
1.0,11188.62,5089.46,10000.0,11994.41815,8517.258683
1.0,1829.2,36.5,7000.0,971.234118,985.954762
0.857143,75.99,0.0,2700.0,69.163384,99.401747
1.0,1824.16,225.6,14500.0,1508.016452,1370.519926
1.0,9325.22,0.0,8500.0,11036.72668,1824.680131
1.0,100.0,0.0,4000.0,125.769169,104.857518
1.0,1431.89,1001.2,4000.0,2384.542045,3868.70983
1.0,2260.41,904.08,8500.0,2187.930651,739.224894
0.333333,0.0,0.0,1200.0,1068.581252,25.537
0.909091,10410.49,9251.65,19500.0,9695.650901,726.696049
1.0,990.7,508.7,1400.0,505.317328,438.324017
1.0,3034.92,3034.92,2900.0,2928.909865,2733.317012
1.0,1038.81,0.0,5700.0,1215.454299,422.331098
1.0,45.65,0.0,2500.0,542.7463,628.211031
1.0,2641.98,1255.68,3000.0,1839.928884,1075.456585
1.0,1189.52,0.0,8000.0,0.0,312.343947
1.0,300.0,300.0,12000.0,1975.974183,1774.584333
1.0,126.69,83.81,10500.0,2515.435738,975.504012
0.545455,247.09,247.09,5500.0,409.594792,69.921472
1.0,301.1,218.1,1950.0,586.974046,1089.040271
0.818182,1112.2,0.0,7200.0,0.0,312.343947
0.636364,2410.07,739.57,4000.0,3773.727455,169.879335
1.0,5350.19,566.85,8000.0,5825.602115,318.305326
1.0,630.03,0.0,5500.0,426.092563,213.369694
1.0,3197.24,1117.22,3000.0,3574.480603,1328.897516
0.363636,133.0,133.0,3000.0,130.61272,41.436595
1.0,1646.16,622.74,12000.0,1055.835407,236.619362
1.0,79.66,79.66,1500.0,75.896288,75.967742
1.0,319.92,319.92,12000.0,10993.89211,2501.560923
1.0,3677.52,133.79,12500.0,2657.856602,1912.298544
1.0,1041.63,0.0,4000.0,3033.665478,716.70488
1.0,675.96,675.96,1000.0,1851.602411,1382.292833
1.0,193.14,193.14,2000.0,220.46377,71.965063
1.0,1703.23,0.0,11500.0,1449.039414,183.298253
1.0,0.0,0.0,6000.0,1350.318606,1249.937085
0.363636,234.16,234.16,1500.0,479.910499,149.977816
0.818182,29.68,0.0,10000.0,76.943584,75.595199
1.0,1322.67,225.96,11000.0,802.38543,229.655091
1.0,1607.88,1607.88,13500.0,1583.411686,2216.638394
1.0,0.0,0.0,1800.0,2166.981163,568.063083
0.818182,3183.0,0.0,9000.0,3823.346244,629.080506
1.0,3014.23,1673.89,4500.0,1350.370286,655.633916
1.0,7323.38,2378.5,3000.0,3792.095079,1737.893866
1.0,8533.54,4460.78,10000.0,4758.209146,7256.951816
0.727273,408.93,334.13,9000.0,2161.153147,312.343947
1.0,3999.92,3799.92,7500.0,5624.074339,9952.672511
1.0,2980.46,2322.68,6000.0,1116.967993,289.439818
1.0,560.73,0.0,7500.0,717.798364,670.049653
1.0,569.9,0.0,9500.0,634.000055,92.012927
1.0,6186.77,87.69,10950.0,11198.92613,608.36886
1.0,4550.81,1533.83,8500.0,4317.191232,208.73456
1.0,150.8,0.0,7500.0,990.524408,989.783286
1.0,1385.1,380.0,14000.0,1280.473571,193.369942
1.0,32539.78,5992.35,11500.0,26652.34432,1971.129435
1.0,410.24,365.53,16500.0,12005.3074,1055.547896
0.181818,47.95,0.0,1500.0,294.507498,86.245988
1.0,126.57,0.0,2100.0,483.557464,524.426392
0.272727,380.89,0.0,5700.0,0.0,312.343947
1.0,414.0,414.0,10500.0,5863.94034,570.250342
1.0,2010.0,1380.0,8500.0,859.829946,479.831475
1.0,4693.15,360.5,13500.0,4786.64868,1741.158024
1.0,498.96,498.96,1000.0,829.505486,1623.389428
1.0,224.2,76.08,9500.0,568.336995,272.270427
1.0,2856.57,1933.73,2500.0,2914.419813,2173.680619
0.818182,0.0,0.0,3000.0,2755.877257,144.621645
1.0,0.0,0.0,7000.0,6010.525656,1793.262654
1.0,0.0,0.0,3000.0,871.713321,609.206784
1.0,409.63,57.76,5000.0,580.13865,1114.588285
0.636364,843.34,0.0,6500.0,1024.267592,122.850835
1.0,0.0,0.0,6000.0,1362.966798,2019.027883
1.0,2236.49,1477.97,10000.0,1986.838064,233.614975
1.0,464.51,65.1,6000.0,1515.594331,2092.915898
1.0,1779.0,0.0,5000.0,856.05828,761.012234
1.0,0.0,0.0,4000.0,1057.678259,1229.820066
1.0,456.36,456.36,6000.0,370.996177,163.287618
0.818182,5758.71,3506.34,2900.0,7943.57021,197.416104
1.0,245.98,0.0,6000.0,2261.523522,388.258009
1.0,0.0,0.0,12000.0,1786.142816,1351.998523
1.0,733.9,0.0,3000.0,1620.193277,857.535876
1.0,1641.07,0.0,500.0,1583.918811,137.046292
1.0,674.73,0.0,4000.0,1139.058595,1403.477006
1.0,2702.47,1176.16,11000.0,7596.768364,1013.086448
1.0,0.0,0.0,8000.0,8019.800702,964.118618
0.727273,1579.15,116.8,2700.0,451.600059,199.955286
1.0,0.0,0.0,11000.0,1933.413908,2576.552758
1.0,2161.38,1709.88,4500.0,2059.879468,165.05215
1.0,1482.19,1036.12,6000.0,1289.570234,173.686552
1.0,1446.05,901.6,3500.0,1364.121036,186.240772
0.909091,0.0,0.0,4500.0,312.433361,648.139459
1.0,397.06,93.36,2100.0,0.0,312.343947
1.0,498.17,39.15,15000.0,611.606459,162.94308
1.0,2009.12,712.44,2500.0,2715.972095,956.330023
1.0,5359.02,2959.24,6000.0,0.0,312.343947
1.0,0.0,0.0,1000.0,719.974244,339.553093
1.0,0.0,0.0,5500.0,1151.721386,627.015802
1.0,0.0,0.0,1000.0,117.542764,137.6915
0.857143,0.0,0.0,7000.0,863.62306,1148.631716
1.0,126.2,0.0,1950.0,314.302968,417.290247
1.0,225.0,225.0,1500.0,325.578502,286.122587
0.090909,734.97,575.97,6000.0,1159.135064,312.343947
1.0,14.95,14.95,5700.0,1289.284068,1172.289863
1.0,874.98,524.98,12500.0,2055.100879,2199.077716
1.0,0.0,0.0,7500.0,1493.089193,2488.976669
1.0,445.2,0.0,8000.0,1042.991769,579.587654
1.0,0.0,0.0,4500.0,476.162309,401.970276
1.0,689.34,689.34,1500.0,453.842413,148.28357
0.727273,2006.87,1586.27,21000.0,19714.09728,1479.309409
1.0,678.0,0.0,2500.0,1926.31853,1933.173023
1.0,0.05,0.0,1000.0,1084.281127,367.409536
1.0,3085.69,52.72,8500.0,2690.525687,192.66679
1.0,0.0,0.0,3000.0,642.777061,1122.076137
0.909091,1080.0,0.0,6000.0,1077.058667,169.005281
1.0,2721.16,303.75,6500.0,4952.900653,280.821958
1.0,3095.96,1712.4,14000.0,4003.782858,197.186568
0.909091,0.0,0.0,2300.0,2147.890523,2077.873573
1.0,71.07,71.07,9500.0,9226.751112,797.250949
0.181818,65.0,65.0,1200.0,718.794328,53.655347
1.0,4786.61,388.97,9000.0,3805.669705,163.459999
0.454545,174.42,174.42,2500.0,347.08638,149.301101
1.0,242.88,242.88,13500.0,6084.115091,890.639118
1.0,216.94,0.0,3200.0,222.02316,300.210049
0.454545,2246.3,0.0,6000.0,32048.6122,406.790252
1.0,361.73,0.0,1500.0,535.606816,432.68808
0.6,330.0,0.0,1800.0,345.330572,85.297166
1.0,2854.11,1056.15,9500.0,2437.332725,176.283228
0.454545,390.0,300.0,2000.0,302.454171,74.667401
1.0,422.18,0.0,5500.0,2961.632199,440.30634
1.0,1005.52,541.02,3000.0,1866.265366,237.328382
1.0,2132.93,1173.83,11000.0,8251.146946,834.025674
0.909091,284.72,284.72,5000.0,344.161416,155.792859
1.0,0.0,0.0,10500.0,1288.287239,1164.178674
1.0,3244.16,763.31,11500.0,5674.185857,563.827502
1.0,2490.17,1585.0,9500.0,3957.017497,4951.58548
0.090909,1098.31,0.0,4800.0,0.0,312.343947
0.181818,636.15,0.0,8500.0,918.414211,57.150516
1.0,3018.93,1316.31,5000.0,3909.837604,444.12429
1.0,1222.97,1020.0,19500.0,1142.077891,185.657751
1.0,110.18,110.18,6000.0,1716.998424,2463.472147
0.636364,0.0,0.0,3000.0,2298.902197,214.263752
1.0,0.0,0.0,1800.0,548.589391,529.340488
1.0,983.77,380.0,2400.0,389.411161,219.465695
1.0,0.0,0.0,1500.0,866.865018,354.381003
0.75,423.24,136.24,11000.0,296.01675,134.448872
1.0,6079.5,1360.0,7300.0,18552.39489,762.263884
1.0,439.38,0.0,1200.0,237.996469,265.708814
1.0,1207.25,1207.25,1200.0,1282.705869,1300.596775
1.0,259.13,0.0,2300.0,2680.635587,2503.374595
1.0,1627.69,1627.69,5500.0,2507.704747,7490.453967
1.0,0.0,0.0,8000.0,2845.010795,2459.741299
1.0,0.0,0.0,8000.0,10973.14532,2384.817152
1.0,5749.96,310.0,12000.0,5711.540654,202.73209
1.0,1490.94,1490.92,9000.0,2116.662516,3598.719728
0.181818,0.0,0.0,3000.0,0.0,312.343947
1.0,5068.88,1539.0,4500.0,3904.568067,373.931063
1.0,1067.28,1067.28,2000.0,2021.775795,3073.416298
0.545455,64.12,0.0,7000.0,176.600545,76.462301
1.0,6855.59,4092.67,18500.0,4868.088671,2861.890896
0.636364,1631.0,1631.0,2500.0,2550.799492,157.269321
0.909091,180.91,0.0,1400.0,802.858576,220.455533
1.0,0.0,0.0,1600.0,353.582373,559.030296
1.0,136.88,136.88,14000.0,3519.008859,3430.627754
1.0,0.0,0.0,2000.0,1177.661577,190.365154
0.727273,343.21,0.0,1500.0,930.328071,3245.693485
0.272727,16.5,0.0,6000.0,57.595083,67.1925
1.0,5708.18,1123.4,4000.0,5589.952268,232.131169
0.3,42.3,0.0,6000.0,361.853722,645.320421
1.0,46.67,0.0,1800.0,338.413344,642.547142
1.0,0.0,0.0,9000.0,677.144841,27631.45072
1.0,699.12,699.12,2500.0,697.977603,183.858351
1.0,245.39,245.39,4000.0,328.796655,165.308304
1.0,98.0,0.0,4000.0,192.369983,221.375942
1.0,857.36,0.0,6550.0,3239.629759,411.871046
0.818182,2747.12,1500.0,5000.0,4730.374245,481.558276
1.0,11147.33,10009.93,11000.0,7932.77402,17494.90735
1.0,600.0,600.0,1000.0,249.066308,184.776562
1.0,0.0,0.0,10000.0,541.308981,724.956358
1.0,255.12,250.12,8500.0,1703.332126,1121.510137
1.0,1221.53,41.53,1200.0,1421.035206,106.039362
1.0,0.0,0.0,13000.0,1336.016317,1606.963379
1.0,780.64,580.99,3500.0,663.553502,483.836254
1.0,1532.1,1309.1,5000.0,1834.368953,212.770698
1.0,778.33,778.33,2000.0,1411.329676,1430.50774
0.875,964.06,704.06,6000.0,565.71913,1241.283569
1.0,1667.13,603.99,13000.0,1669.260634,208.701639
1.0,0.0,0.0,8000.0,0.0,312.343947
1.0,1088.83,570.44,9000.0,6862.520735,994.384835
0.363636,648.64,318.64,2500.0,0.0,312.343947
1.0,0.0,0.0,2100.0,444.783009,671.420908
1.0,0.0,0.0,4500.0,4226.578611,691.692633
0.363636,1897.92,1800.0,13500.0,5563.437084,248.700571
1.0,0.0,0.0,6200.0,802.038512,291.307669
1.0,1263.29,983.3,9500.0,1356.425369,179.894243
0.125,200.0,200.0,1200.0,0.0,312.343947
1.0,340.0,0.0,6000.0,2162.141639,2009.821743
1.0,1277.58,1277.58,7000.0,552.734714,173.336309
1.0,4117.24,3827.24,6000.0,4561.589382,199.730537
1.0,226.23,0.0,15000.0,1885.239981,4980.192685
1.0,3970.8,1703.8,7500.0,3879.252512,1868.983718
0.545455,1346.9,318.9,8000.0,1369.437449,98.678839
1.0,1050.83,982.93,5000.0,4673.520993,982.544984
1.0,1364.99,1300.0,2000.0,1849.10398,263.163209
1.0,0.0,0.0,1500.0,331.670616,479.771774
1.0,0.0,0.0,4500.0,0.0,312.343947
1.0,7553.48,4909.95,13500.0,5377.338091,1365.123434
0.909091,570.16,570.16,9000.0,6124.31525,362.970189
1.0,566.28,135.27,4000.0,1298.823687,858.977427
1.0,0.0,0.0,8000.0,422.878799,269.178995
1.0,0.0,0.0,1800.0,357.836436,631.106468
1.0,137.34,0.0,10000.0,1874.954894,1716.092764
1.0,0.0,0.0,10000.0,2052.533488,1886.223361
1.0,0.0,0.0,9000.0,6918.272206,1035.039239
1.0,332.82,332.82,5000.0,5810.994681,1284.011712
0.636364,1377.72,0.0,2500.0,182.177646,200.759856
1.0,0.0,0.0,6000.0,2996.735376,1855.766226
0.818182,0.0,0.0,1500.0,2008.971745,277.582819
1.0,360.7,0.0,8000.0,5147.693822,2610.053885
1.0,222.64,222.64,4500.0,1017.241855,1225.908506
1.0,1634.74,258.74,13000.0,1094.345336,1194.234398
1.0,0.0,0.0,1200.0,591.853821,204.676682
1.0,759.15,0.0,6000.0,994.500495,1384.111493
0.363636,243.36,0.0,1800.0,546.417272,134.985783
0.9,0.0,0.0,10500.0,7566.577763,1943.431564
0.818182,0.0,0.0,2500.0,1370.235544,373.893161
1.0,519.0,519.0,4500.0,621.255763,210.248259
1.0,3055.87,0.0,4500.0,2198.293667,784.387878
1.0,2470.4,2012.67,9500.0,3340.041274,3024.949485
1.0,1671.6,1191.6,1800.0,1021.907217,179.585842
0.454545,903.36,0.0,15000.0,538.841222,41.302445
1.0,0.0,0.0,1200.0,274.653536,327.072615
0.545455,229.5,175.5,3150.0,423.206638,157.471831
1.0,1476.19,0.0,2500.0,1493.919986,382.989143
1.0,2506.89,0.0,8500.0,1230.219396,1646.973276
1.0,2570.0,2077.54,4500.0,3259.958288,5620.295192
1.0,238.34,238.34,15000.0,1194.510762,1206.257247
0.875,1342.36,304.4,4000.0,288.883026,312.026316
0.818182,786.32,600.0,7500.0,881.284581,97.186371
0.909091,1450.68,1450.68,6000.0,1583.421932,137.826186
1.0,1239.46,487.18,1500.0,401.217047,177.766827
1.0,96.75,62.1,1800.0,452.225512,411.612521
1.0,4106.15,1417.69,12000.0,9678.173119,606.899183
1.0,2022.38,130.0,6000.0,939.306791,301.000749
1.0,3654.08,3362.67,2500.0,3301.334578,180.338402
1.0,883.73,426.11,3000.0,632.062443,568.410749
1.0,795.54,628.14,1700.0,1804.065076,261.258072
1.0,0.0,0.0,1200.0,541.101815,286.374289
1.0,0.0,0.0,7500.0,1088.755323,1189.693931
1.0,1382.57,304.82,2400.0,1580.0815,466.772558
1.0,565.5,565.5,8500.0,2768.795805,199.803721
1.0,4462.86,1646.4,11800.0,1793.043228,3101.01703
0.363636,1726.67,0.0,6000.0,4804.383296,128.834658
1.0,217.0,0.0,9000.0,10428.37611,1599.353926
1.0,0.0,0.0,4000.0,1067.405461,911.08543
1.0,1748.73,1230.29,6500.0,2497.488126,1584.520204
1.0,0.0,0.0,1800.0,586.426259,494.954634
1.0,50.98,50.98,1200.0,320.592941,385.347014
1.0,378.04,378.04,11300.0,4315.936534,4483.503862
1.0,1483.12,397.93,5000.0,1357.36111,1919.690041
0.727273,6407.67,2682.34,14500.0,3484.429075,108.937025
0.909091,0.0,0.0,3500.0,547.23924,1111.251287
1.0,70.0,0.0,8500.0,566.292758,218.497636
0.545455,449.96,449.96,7000.0,1023.209164,127.78905
1.0,3355.33,1050.0,6500.0,2087.871747,207.584121
0.545455,0.0,0.0,10000.0,14481.46544,19.492021
0.727273,0.0,0.0,3000.0,142.286073,164.391437
